% min: [7.232822, 9.483873, 1.00919, 0.448446, 0.451633, 0.854304, 9.635544, 6.669126] 
% max: [383.032661, 316.851432, 170.252791, 75.799328, 74.505034, 167.726755, 329.469749, 335.216314] 
% i/o: [8, 5] 
@relation 'data10000'
@attribute FD1 numeric
@attribute FD2 numeric
@attribute FD3 numeric
@attribute FD4 numeric
@attribute FD5 numeric
@attribute FD6 numeric
@attribute FD7 numeric
@attribute FD8 numeric
@attribute State {1,2,3,4,5}

@data
29.808129,36.685516,16.812790,9.256330,9.107859,16.604024,36.706806,28.241187,4
30.542228,35.683416,17.650436,9.711820,9.424966,17.687176,35.590623,29.440349,4
28.385188,36.788701,18.575877,9.372742,9.447867,18.217115,36.587612,27.836248,4
26.934662,37.729948,19.955549,8.857343,8.914487,19.861507,36.625395,26.948477,4
27.021050,37.717364,19.962926,8.812230,8.833096,19.895760,36.615580,26.971019,4
24.625886,38.464588,19.205171,9.409167,9.078996,19.584835,36.662538,25.309537,4
24.958312,38.316967,19.446092,8.745991,8.569417,19.613245,36.535265,26.021170,4
24.849037,35.282340,20.685953,9.177846,9.155217,20.393772,34.650390,25.231978,4
26.088522,34.449783,21.702412,9.557672,9.487077,21.011001,33.841385,26.072871,4
25.785310,35.491964,21.174159,9.119863,8.995390,20.500976,34.526864,26.150266,4
24.801052,35.570844,20.144357,8.967119,8.760261,19.784878,34.776952,25.127614,4
24.435517,37.772856,19.397573,9.075113,8.820390,18.934890,36.828808,24.710917,4
24.746665,37.366547,19.478720,8.951084,8.742212,19.012417,36.318292,24.872609,4
24.595948,36.686624,19.837755,9.464943,9.444225,19.036980,35.832308,24.815224,4
26.250831,35.555957,20.472494,8.819670,8.179808,19.189028,36.094000,25.932913,4
26.082325,35.675991,19.956986,8.942114,7.887881,19.231600,35.963014,25.766003,4
25.716739,36.740781,19.247170,10.193765,9.259764,18.495510,36.744626,25.448683,4
23.689559,36.284435,18.663087,9.265602,8.100535,18.127520,36.070386,24.147710,4
23.953949,36.233389,19.020803,9.303092,8.045837,18.361417,36.052156,24.395604,4
28.688992,36.829085,19.481619,9.478594,7.799950,18.929462,37.528363,27.413168,4
28.535439,36.832046,18.588750,9.474430,7.822240,18.219568,37.475770,27.199710,4
28.558122,36.368664,18.229275,9.906916,8.064372,18.120769,37.060459,26.422720,4
28.800474,36.994669,19.177736,9.405475,7.814224,19.264063,37.184769,26.426984,4
28.305168,36.953406,18.873137,7.861405,7.044724,18.563271,37.557431,25.503509,4
29.421635,39.811445,18.537628,8.258601,7.587894,17.986574,40.437523,26.881078,4
30.534563,39.432070,18.554634,8.819941,7.970083,17.981613,39.886124,28.484608,4
30.935789,38.714487,18.113211,9.140406,8.223405,17.680016,39.193394,28.882268,4
29.806383,37.788546,18.787898,9.212529,8.425544,18.082318,39.179246,26.842482,4
31.273323,37.959397,21.236565,9.963029,8.968701,20.221381,39.570312,28.523932,4
26.155843,35.691358,18.243100,10.401661,9.311591,17.833484,35.500840,25.426325,4
28.566417,34.851129,18.951414,9.781203,9.273171,18.373777,34.072575,28.551244,4
27.782977,34.969268,18.519071,9.961385,9.389231,17.733585,34.497462,27.474612,4
27.802752,32.446146,17.305816,9.482918,9.034484,16.557977,31.795460,27.840792,4
29.969148,32.723507,16.335029,9.265423,8.859458,15.602226,32.015372,28.961719,4
28.339748,32.679725,15.806674,8.990054,8.309748,15.309633,32.186494,27.672828,4
28.120618,32.897635,14.622238,9.871257,8.787301,14.469718,32.702288,26.968272,4
29.809079,32.281338,16.186175,9.190878,8.517482,15.731547,31.895424,28.116298,4
29.725580,32.287975,15.742932,8.940044,8.488614,14.929016,32.474142,27.551054,4
32.868529,32.561692,15.695359,8.995547,8.452232,14.988960,32.879396,29.759840,4
34.572970,32.649464,16.033931,10.479161,10.637172,14.884234,33.443244,30.683191,4
34.176482,30.248408,16.274545,11.679374,11.809305,15.198058,30.543070,30.787678,4
34.014485,30.276842,17.436624,10.494336,10.665933,16.577912,30.675913,30.473261,4
34.904101,32.674476,18.198303,10.976466,11.023182,16.742143,33.266583,31.668991,4
35.037259,32.648649,18.540310,10.941400,10.809288,17.232114,33.096877,31.871177,4
35.422482,31.067457,18.371610,10.976953,11.104793,16.567270,31.458399,32.596863,4
34.760044,30.950265,18.180105,10.844271,10.872947,16.317642,31.655421,31.413365,4
34.204336,31.113063,17.758617,10.599039,10.855239,15.677530,31.750725,31.092443,4
34.764576,33.072911,20.775193,12.394797,13.005993,17.571856,35.345461,31.137437,4
35.995593,33.503622,19.236840,10.461350,10.465671,16.359031,35.675677,32.762042,4
35.458591,33.680783,19.126002,11.306135,10.900881,16.575642,35.216617,32.203375,4
34.959381,33.788135,19.151466,11.220016,10.949445,16.556876,35.250543,31.910316,4
30.604234,33.679381,18.466678,11.738384,11.163701,16.704205,34.370138,28.386127,4
32.264919,35.343243,19.970208,10.638665,10.606539,17.297527,35.856816,30.638631,4
31.138076,36.988968,20.711989,11.164961,11.183781,17.527500,38.723232,28.857676,4
31.013307,37.638290,19.179277,10.894537,10.673014,16.393925,39.289086,28.516626,4
16.021201,20.219265,9.899247,4.317375,4.369215,8.994223,20.070136,16.718112,4
15.062886,21.325685,11.388034,5.345099,5.161579,11.359735,20.568642,15.808571,4
12.887919,22.316784,10.125058,4.261426,4.258059,9.864103,21.267976,14.295019,4
13.757768,21.937689,10.380706,4.168064,4.040957,10.098814,21.242368,14.815104,4
13.670424,22.393095,9.854891,3.875296,3.971437,9.528019,21.243801,14.604093,4
13.638309,22.370984,9.916275,3.834978,3.679081,9.935076,20.977624,14.628439,4
13.703605,22.404848,9.475341,4.066347,3.981443,9.531984,21.086610,14.674225,4
14.727154,22.061514,9.586049,4.003043,3.810369,9.762777,21.009302,14.996569,4
16.219810,20.254680,9.336890,4.403878,4.053837,9.484328,19.690235,16.610980,4
14.902665,19.783382,9.780707,4.637710,4.555036,9.345053,19.612512,15.274715,4
14.201946,19.895466,10.182980,4.915828,4.926970,10.148345,18.956402,15.211487,4
14.038175,22.015538,9.248657,4.025012,3.962624,9.230590,20.805309,15.469814,4
14.834336,22.016715,8.981515,4.332525,4.035116,8.954891,20.955994,16.101629,4
14.276887,22.950572,8.797873,4.212272,3.925841,8.611953,21.898206,15.672396,4
14.977024,21.858604,8.727254,4.013808,3.797960,8.383800,20.772095,16.423148,4
16.253902,21.584072,8.514987,5.532679,5.157960,8.041841,20.886897,17.129407,4
16.603376,22.841141,9.268899,4.712026,4.458921,8.278075,22.764517,16.995979,4
16.017739,23.176023,9.211893,4.723962,4.525190,8.053062,23.163258,16.436663,4
17.273301,23.110001,8.955518,5.239040,4.844541,7.903542,23.115093,17.892450,4
16.878500,21.928224,9.373882,4.999302,4.934849,8.601906,22.015480,17.122585,4
17.019465,20.607355,8.820054,4.445034,4.590781,7.406585,21.201590,17.093894,4
16.161585,21.158762,9.646570,4.243417,4.024749,8.164235,21.762926,16.765083,4
16.665211,21.078916,9.867884,4.176912,3.916904,8.349296,21.685178,17.003563,4
15.798919,20.892449,10.104213,4.385234,4.388397,8.628412,21.112582,16.640307,4
15.024880,20.680495,9.887328,4.350234,4.173175,8.807490,20.730437,15.961671,4
16.871834,20.430057,9.708199,4.201901,4.030403,8.551539,20.724275,16.930838,4
17.593270,20.133639,10.076457,4.180860,4.108778,8.644619,20.541159,17.374093,4
17.261801,20.592327,10.040875,3.953931,3.783994,8.584885,21.032231,17.202725,4
18.085023,21.976809,9.761656,3.926306,3.753958,8.573080,22.253617,18.382142,4
17.935457,22.356373,9.712235,3.814517,3.638281,8.654742,22.583641,18.190160,4
18.404527,22.613240,9.237198,3.900690,3.761898,8.153225,22.579567,18.592059,4
19.094194,23.740924,11.533989,3.733939,3.436762,10.522605,24.164453,18.640157,4
19.298391,23.394977,11.543903,3.871874,3.542517,10.606316,23.914360,18.836091,4
18.923112,21.956121,11.176787,3.891105,3.758945,10.165969,22.097645,18.832169,4
19.686705,20.555086,10.904424,3.960301,3.670520,10.374047,20.325422,19.926037,4
19.234752,19.791376,11.004419,4.223891,4.008372,10.488060,19.899858,18.871466,4
20.639144,20.119876,11.281937,3.698490,3.528009,10.216245,20.833784,19.328998,4
21.646592,19.821741,11.368952,3.886071,3.939571,9.898011,20.446399,19.632028,4
21.544259,20.454300,11.107801,4.537097,4.260195,10.061663,20.989814,19.324752,4
19.956662,24.069020,11.151551,4.049383,4.311800,10.380415,24.608786,17.294462,4
19.353697,23.171688,11.241819,4.053363,4.411685,10.490413,23.610670,17.193480,4
21.562260,22.249057,11.278645,4.083738,4.388483,10.370599,22.528909,19.278048,4
20.253802,20.353381,12.509100,4.575676,4.647156,11.615031,20.944736,17.548482,4
20.285292,20.486280,12.175030,3.416851,3.727050,11.537842,20.685181,17.523811,4
21.204114,20.289525,11.439096,3.501790,3.948831,11.008868,20.290487,18.332008,4
20.500529,22.563126,10.231567,3.807682,4.222336,9.778127,22.123251,17.608025,4
20.544610,23.003030,10.374418,3.569922,3.908312,9.819836,22.608885,17.713303,4
20.399208,22.329701,10.521292,3.435511,3.425538,10.307961,21.931070,17.497277,4
20.463705,22.051583,8.842654,3.062537,3.285518,8.553204,21.447700,17.880354,4
21.342801,20.607618,9.054613,3.355473,3.318058,8.793571,20.436178,18.887889,4
21.539516,20.779370,9.660540,3.423833,3.465489,9.115381,21.009524,18.805833,4
23.713344,21.884913,9.906173,3.222791,3.181633,9.458266,21.344438,20.972348,4
22.370105,22.374444,10.557805,3.750940,3.602410,10.381497,21.819760,19.267659,4
24.822708,22.845077,9.546430,3.807258,3.645173,9.726007,22.309741,21.757955,4
24.271472,23.554725,9.386800,3.157443,3.269716,9.359227,22.871932,21.521892,4
24.417299,23.641363,9.577131,3.427350,3.562171,9.527893,22.974384,21.909440,4
23.818157,23.621583,9.368086,3.125846,3.293493,9.122148,23.004427,21.764988,4
23.062440,23.225550,9.275150,3.293792,3.226260,9.128718,22.780437,21.231318,4
22.166869,23.977599,9.348965,3.253819,3.232141,9.223769,23.119934,21.115819,4
22.558170,22.295034,9.368278,4.207268,4.027997,9.301557,21.933195,21.838678,4
24.144141,20.170390,9.773300,3.222821,3.112613,9.228273,20.186695,22.703990,4
24.805457,20.277878,10.002440,3.578184,3.582841,9.363406,20.528461,23.392079,4
25.591286,19.638797,9.786052,3.462123,3.340187,9.326833,19.992257,24.080540,4
23.960028,21.068574,7.804937,4.201175,4.025524,7.782926,20.492628,23.136150,4
23.515107,25.099405,9.749681,4.062533,4.029091,9.302692,24.354108,22.943664,4
23.524691,24.667116,10.176849,3.649884,3.577133,9.475674,24.258123,23.063137,4
23.420528,24.344674,9.982397,3.709139,3.651028,9.504149,23.798038,22.765084,4
23.815953,24.063510,10.487508,4.022503,3.807772,10.219116,23.525469,22.852006,4
23.035377,23.591837,10.273218,4.286739,4.321546,9.699441,23.244740,22.183003,4
22.039238,22.318505,10.736220,4.177285,4.124326,9.938528,22.013253,21.973533,4
22.788655,21.848874,11.909046,5.177498,4.846308,11.048376,21.125176,22.754340,4
23.744557,21.690359,10.965486,4.181604,4.353377,9.781698,21.428022,22.634426,4
23.453077,22.281227,10.393944,4.033066,4.428177,9.504380,21.886605,21.969416,4
23.647079,21.791108,11.188221,3.963806,4.257097,10.103911,21.741863,22.032384,4
22.807159,21.754502,11.500909,4.467360,4.632651,10.129335,21.979068,21.521856,4
24.073028,22.606775,11.801855,4.444732,4.611882,10.144067,23.437359,22.242882,4
23.822256,23.319415,10.735339,4.062298,4.435074,9.423708,24.112552,21.794922,4
24.064656,23.222018,11.883740,3.705023,4.115306,11.082955,23.101987,22.578332,4
23.853568,23.289203,12.264429,4.153346,4.462039,11.547416,23.173943,22.380291,4
23.647297,23.671863,12.421219,4.162459,4.463074,11.712087,23.442067,22.417961,4
23.677018,23.224968,12.659211,4.124052,4.507593,12.220096,23.016624,22.366943,4
24.372457,20.706612,12.698852,4.257791,4.494433,12.203679,20.811923,21.894523,4
24.541908,20.896363,12.108757,4.486772,4.653230,11.787226,21.116181,21.528862,4
20.732680,22.521586,11.875697,4.730201,4.733615,11.548409,22.283037,19.051575,4
20.972379,20.568000,11.601759,4.329148,4.598126,10.964922,20.749274,19.420523,4
20.499336,19.572900,12.256298,5.167862,5.106554,11.494866,20.134478,18.834118,4
20.402331,18.870695,12.239197,4.739429,5.048266,11.506989,19.068398,19.077497,4
20.818541,18.059627,12.671669,4.481796,4.507919,12.179810,18.088178,19.282361,4
21.036577,18.115322,12.366531,4.576184,4.690014,11.832689,17.981360,19.675918,4
20.718911,18.371760,12.515642,4.138533,4.050791,12.111893,18.161787,19.822889,4
20.882929,18.209191,12.276662,4.251821,4.215887,11.804612,17.996207,20.147364,4
20.229635,18.295945,12.562798,4.733855,4.748879,12.035978,18.107155,19.238765,4
19.184918,19.788022,11.924602,4.226923,4.129462,11.667505,19.003404,18.902802,4
18.916121,19.219989,12.174361,4.595181,4.403815,12.156088,18.513092,18.023738,4
19.746172,19.036636,11.664615,4.855519,4.569653,11.789820,18.477620,18.480738,4
20.985009,19.463104,12.317357,4.845807,4.639816,12.218405,18.775596,19.733933,4
23.968227,17.888678,11.882984,4.355145,4.235334,11.582560,17.346822,22.040748,4
22.482544,20.818718,12.477323,5.876076,5.360429,12.078492,20.973798,19.518391,4
22.855275,22.064020,11.377089,4.613949,4.384498,10.980085,21.963597,19.929078,4
22.276646,22.754789,11.406701,4.378034,4.271218,10.996582,22.423200,19.413365,4
22.555137,22.306504,12.833971,4.565298,4.618535,12.258442,22.363548,19.578743,4
24.123190,22.707489,13.000182,3.626915,3.535393,11.933625,23.293642,21.136010,4
23.570437,23.166580,12.299681,5.256873,5.187653,11.016625,23.593379,20.960302,4
23.319345,23.646578,12.522227,4.617821,4.482243,11.230605,24.324488,20.497782,4
22.853943,25.234893,11.855776,3.907645,4.122597,10.921248,25.421241,20.074737,4
23.056321,25.156519,11.675947,3.732105,4.014198,10.445158,25.357917,20.350229,4
23.288400,23.603032,12.260963,3.782130,3.981633,10.758601,24.367513,20.279418,4
23.782436,21.397588,12.366524,3.968738,4.045137,10.740520,22.675482,21.082354,4
23.121290,21.369951,12.233566,3.932720,4.054491,10.760333,22.330473,20.916314,4
23.378903,20.718884,11.712240,4.015496,4.064621,10.441099,21.634968,21.147652,4
23.066764,21.051394,11.230018,3.697154,3.777090,10.062123,21.603791,20.994665,4
23.505612,21.521940,10.521593,3.645703,3.907812,9.500170,21.985461,21.299461,4
23.999315,21.517314,10.317594,3.783023,3.841463,9.172030,22.143225,21.688420,4
21.824378,21.233255,10.592951,3.488006,3.555908,9.495180,22.351414,19.797962,4
21.025080,21.423030,9.881290,3.638010,3.553952,9.131078,22.119890,19.283094,4
22.797833,21.536124,9.868082,3.733307,3.598123,9.272654,21.942307,20.643808,4
23.384937,22.533534,9.921626,3.911765,3.689424,9.344511,23.301366,20.409529,4
23.046703,23.083156,10.082163,4.835448,4.456455,9.357099,23.760895,20.054870,4
23.089687,23.006241,9.487346,3.633691,3.442974,8.314070,24.025467,19.969319,4
23.268562,22.548927,9.682786,3.451863,3.196470,8.668193,23.425703,20.055682,4
24.691643,22.225549,8.614557,4.077850,3.924822,7.887787,22.939046,20.688036,4
25.627459,22.718329,8.254691,3.949403,3.481674,7.926013,23.137954,20.882889,4
25.392374,23.583102,9.810416,3.957986,3.864300,8.851068,24.425909,20.093623,4
25.022467,23.924059,10.209906,4.093486,3.817254,9.328320,24.979630,19.733199,4
24.050937,24.008100,9.482172,3.868664,3.545902,8.695389,25.019566,18.463845,4
24.170847,24.389405,9.330792,3.870751,3.692320,8.661248,24.916699,18.865089,4
24.078659,24.640559,9.386067,3.692576,3.417250,8.827411,25.022919,18.786380,4
23.062612,24.853191,9.337161,3.720314,3.608520,8.546798,25.380382,18.093047,4
23.176137,20.886855,11.081349,3.710723,3.705933,9.742361,21.864329,19.125863,4
21.928062,19.903194,9.688953,4.464461,4.480566,8.763908,19.791137,18.696927,4
21.633276,19.932127,11.562627,4.019217,3.753089,11.380981,19.674969,17.968615,4
22.653202,20.340355,10.531448,4.483716,4.366052,9.945415,20.221313,19.916836,4
22.166360,17.489789,10.079440,5.742185,5.749812,9.178563,17.712928,20.158332,4
21.673809,16.881352,10.688910,4.432506,4.223573,10.169982,16.133709,20.189264,4
21.429075,17.572950,10.802406,3.810857,3.315398,10.877026,16.864112,19.974584,4
19.304033,18.112553,10.178791,4.590059,4.241316,10.201787,17.406586,18.491591,4
18.862200,17.372870,10.168432,3.900457,3.299211,10.165410,16.522147,18.931138,4
18.093231,16.502491,10.302811,3.815290,3.231000,10.074396,15.981635,18.557571,4
19.202833,16.563108,10.021759,4.302795,3.777325,9.747028,16.027556,19.493171,4
19.141474,16.331020,9.761283,3.532989,3.001765,9.657405,15.593667,19.421531,4
18.744667,16.659415,9.970213,3.795303,3.056623,10.385534,15.822779,18.964966,4
18.944000,18.115092,9.699130,4.994105,4.393323,10.101193,17.350837,18.896800,4
18.804198,19.078670,9.310380,3.923008,3.047195,9.571946,18.306480,19.145221,4
18.777031,18.586457,9.196656,4.139898,3.334492,9.447698,17.806842,19.230044,4
20.447513,19.046881,10.325103,4.436544,3.744054,11.052427,18.376438,20.789466,4
19.944122,20.312101,9.792607,4.210315,3.574405,10.410098,19.597840,20.007268,4
19.469851,21.058348,9.840643,4.106141,3.393326,10.250546,20.322222,19.933324,4
19.894742,19.954843,10.059633,4.139235,3.353155,10.353332,19.676448,20.501071,4
18.981282,19.287732,10.756882,4.274698,3.657991,10.807648,18.950335,19.931606,4
19.054227,19.160872,10.358635,4.392249,4.087543,10.833173,17.749822,20.624340,4
19.874468,19.311810,10.196658,3.660021,3.093718,10.926350,17.970099,20.888344,4
20.117456,19.588117,10.133273,3.609893,3.012815,10.717489,18.582637,20.853889,4
19.037203,20.901073,10.094814,3.598729,3.028526,10.364970,19.796552,20.441771,4
18.938810,20.708937,10.252801,3.486844,2.948472,10.627518,19.288961,20.557681,4
19.024602,18.022045,10.533266,5.719179,5.285260,10.841557,17.483902,19.993776,4
19.327444,19.134094,12.971385,3.384505,3.204653,12.249644,18.889325,20.426821,4
19.060017,19.430327,12.774146,3.579122,3.377385,11.995061,19.335615,20.006344,4
19.097535,19.711157,11.756691,4.133674,3.697130,11.265484,19.700147,19.871849,4
18.867909,20.343789,11.138145,3.735760,3.529704,10.727315,19.840401,19.952945,4
20.238585,20.949964,11.745767,3.369805,3.425780,11.068030,20.308988,21.618784,4
20.103029,20.966224,12.075620,3.019431,2.821493,11.461958,20.408104,21.167347,4
18.083343,21.692649,11.995040,3.184545,2.925333,11.633767,21.061491,19.440702,4
17.896904,21.533495,11.597301,3.182200,3.071075,11.445201,20.135731,19.628369,4
18.315650,21.983603,11.253921,4.389721,4.127849,11.223555,20.525429,19.255573,4
21.308979,20.693188,11.187259,4.152512,4.416421,10.992942,19.820792,20.948906,4
21.466546,19.283132,11.424805,3.329399,3.153381,11.239068,18.936157,20.859700,4
22.664030,20.171068,12.277750,3.758744,3.684836,11.588497,20.081922,21.789642,4
22.377265,21.923655,12.644157,4.346200,4.221515,11.774223,22.187195,20.782592,4
21.108004,22.175088,12.905610,4.367047,3.995856,12.497534,22.250767,19.074721,4
20.494926,22.988615,11.903286,3.864675,3.700241,11.527445,22.385919,18.431178,4
20.443124,24.007384,11.443041,4.503044,4.521812,10.891579,23.749398,18.520426,4
19.975180,24.432669,11.972863,3.787412,3.574174,11.334055,24.309313,17.884818,4
20.575306,23.280487,12.182563,4.228361,3.674404,11.939638,23.057413,17.965679,4
21.081546,22.635621,11.122877,5.488722,5.496935,10.836687,21.926410,18.521375,4
21.638749,21.878634,11.631101,3.661727,3.244444,11.544950,21.677137,18.361710,4
22.807363,22.726936,11.556701,3.990837,3.732465,11.423348,22.248762,19.154968,4
20.639321,21.452228,12.713668,4.340670,4.194096,12.809510,20.634707,16.703370,4
20.933959,21.426936,13.223979,4.648298,4.621427,13.226379,20.696609,16.684865,4
21.674398,20.883622,12.976394,4.269306,4.003987,13.102176,20.338092,16.967950,4
20.170078,21.932189,13.341101,4.339263,4.016779,13.261817,21.153839,15.242162,4
21.045151,20.717863,13.552771,4.473434,4.185576,13.107352,20.579785,15.420845,4
21.640199,20.320443,13.235499,4.579808,4.454368,12.899229,20.254630,15.930480,4
20.695682,21.036414,13.373400,4.445927,4.193332,13.126069,20.779330,15.309419,4
21.020597,20.576250,13.687719,4.787834,4.741344,13.626055,20.264525,15.649590,4
20.782216,21.697884,13.278070,4.582764,4.228096,13.239200,21.304330,15.543497,4
21.251342,21.109161,12.989266,4.670443,4.189995,13.070344,20.854835,16.266853,4
22.149097,20.648917,12.259461,5.324230,4.875437,12.690227,20.407408,16.793939,4
21.356580,22.666505,11.725944,4.645310,4.541910,11.493805,22.494687,16.401945,4
21.295721,22.879926,12.237145,4.919314,4.511651,12.128278,22.843254,16.234229,4
20.801208,23.245769,11.953012,4.807025,4.561648,11.629868,23.201368,15.470542,4
20.400627,22.838944,12.119368,5.600897,5.370464,11.800908,22.535132,15.427206,4
20.462820,22.249680,12.433954,4.712983,4.576357,12.117322,21.955773,15.771484,4
20.614807,22.098144,11.897055,5.037846,4.691900,11.693058,21.724480,15.747527,4
19.970673,21.784337,12.680969,5.446746,5.328244,12.202751,21.337478,15.223365,4
21.305706,23.051564,12.248432,5.311298,5.336609,11.963950,22.055936,16.241038,4
21.671750,23.239954,11.746786,5.948486,5.774905,11.667776,22.371069,16.156610,4
21.344094,22.995875,11.545232,4.978791,4.831137,11.646837,22.021152,16.292069,4
22.397713,23.403218,12.103430,5.497225,5.421410,12.054897,22.365874,17.333908,4
23.056980,23.671124,10.931990,4.849582,4.815454,10.795758,22.391156,18.070380,4
23.932325,21.743894,11.310654,4.840505,4.604950,11.429777,20.643272,18.465780,4
23.924473,21.070641,11.388386,4.876396,4.766102,11.382660,19.927761,18.253103,4
23.406406,21.347427,11.669825,5.226733,5.089186,11.469510,20.496159,17.770981,4
24.421907,19.864998,12.020886,5.416685,5.384313,11.971034,19.510293,18.515876,4
24.237654,19.937250,11.751247,4.802959,4.730253,11.418091,19.936885,18.430129,4
24.071940,20.122959,11.980411,4.749003,4.426241,11.736691,19.835183,18.512761,4
24.303147,20.692511,12.203109,5.560708,5.322845,12.185913,20.263094,18.538946,4
24.216254,23.278282,10.406137,6.040897,5.601800,10.712349,22.841829,18.372156,4
23.819219,26.155203,9.025902,4.569516,4.640336,8.571190,25.777261,18.790166,4
23.734003,25.987218,9.441115,4.376593,4.427556,8.937899,25.591288,18.814791,4
23.639043,25.777325,9.620551,4.372859,4.479865,9.153006,25.444624,18.694097,4
24.034582,25.922419,9.763956,4.339656,4.379464,9.160936,25.616333,18.807591,4
24.205393,25.878245,9.956621,4.515231,4.278117,9.627256,25.565187,18.824192,4
23.756185,25.923567,10.215147,4.770270,4.446450,10.096713,25.870030,18.519821,4
24.014245,25.961891,10.055644,4.947130,4.510844,9.949421,25.790144,18.890628,4
24.698736,25.995974,10.333453,4.794709,4.457603,10.320604,25.559424,19.823563,4
23.025985,26.269574,11.357016,5.281455,5.069991,11.409866,26.352035,17.428713,4
22.914388,26.368446,11.093719,5.506680,5.116360,11.127357,26.816074,16.879855,4
23.793321,25.683845,11.192322,5.232028,4.794018,11.058598,25.924622,17.945766,4
22.635359,23.716169,11.811675,5.274352,4.959624,11.749825,23.383187,17.659748,4
23.185497,22.844474,13.712688,5.345921,5.070075,13.339685,23.309424,17.825179,4
22.068294,24.357186,13.781443,5.134312,4.853546,12.939036,25.272621,16.661338,4
22.111761,24.984225,12.597934,4.483825,4.582233,11.134099,26.226332,16.761342,4
22.516146,25.300098,12.663762,4.680135,4.703797,11.266845,26.686306,16.547859,4
23.014104,25.506868,12.856566,4.486089,4.413229,11.952326,26.277395,17.030418,4
23.768747,25.943152,12.726052,4.287521,4.432704,11.633074,26.743134,17.467884,4
23.701876,24.198636,12.995199,3.931155,4.239595,11.580210,25.620527,17.102304,4
23.105537,23.864670,13.114535,5.373629,5.477816,11.826407,25.399385,16.740697,4
22.379907,23.931974,12.377950,4.191426,4.186349,10.975813,25.247563,16.375245,4
23.092102,22.950605,12.749725,4.773421,4.753264,11.524308,23.949510,17.336453,4
21.611767,23.289254,12.231583,4.095828,4.123657,10.894205,24.696132,15.829268,4
21.079610,23.532476,12.602547,4.297331,4.358801,11.109097,24.884391,15.556728,4
21.330616,24.542621,12.313623,4.776006,4.735588,10.905167,25.693372,15.814360,4
23.696612,24.347464,11.998963,4.978810,4.770643,11.040179,25.157958,17.945032,4
22.060916,23.841216,13.288862,4.875465,4.533028,12.860888,24.373811,16.037997,4
25.625331,26.317181,11.990217,4.534312,4.357596,10.874395,26.965881,19.068734,4
25.181905,25.673181,11.982143,4.615182,4.483234,10.716873,26.737229,17.915269,4
26.294350,24.934862,12.224019,4.859579,4.649401,11.108858,25.952654,18.720184,4
27.746945,24.475433,13.523717,5.242956,4.685210,13.264914,24.438614,20.178273,4
27.420336,23.432328,13.873206,5.251187,5.392936,13.512971,23.177940,19.506408,4
28.462245,21.813424,11.097492,3.988272,3.633106,10.515174,22.642133,19.914055,4
27.666176,22.346045,11.671776,4.038635,3.677281,10.968503,22.906774,18.984529,4
28.415417,22.085726,11.658308,3.991387,3.699024,10.778229,22.622519,20.159177,4
27.628820,22.348908,12.011239,4.026512,3.666082,11.180081,23.077639,19.505189,4
26.191473,21.852863,11.294181,3.822212,3.665365,10.383008,22.185674,18.904013,4
26.002778,21.648383,11.005117,3.836010,3.580228,10.009721,22.025555,18.724906,4
26.148030,21.512103,11.632829,3.837623,3.725639,10.424575,22.084278,18.861677,4
27.335663,22.158852,11.087455,4.615013,4.348772,10.382532,22.065271,20.037097,4
25.854054,22.981035,9.811369,3.428323,3.372878,9.314638,22.362814,18.872572,4
25.921279,22.606795,9.012699,3.564052,3.586940,8.488924,22.222150,19.066050,4
25.827914,22.673095,8.844274,3.601050,3.495718,8.319173,22.158139,19.467468,4
25.834706,23.402577,10.931625,4.166293,3.820498,10.338522,22.867143,19.556531,4
27.621562,23.389033,8.830622,5.156735,4.838365,8.265272,22.978517,20.564235,4
25.895242,24.315530,8.690596,5.029873,5.095006,8.165583,24.500974,18.522886,4
26.196961,24.387716,7.465967,4.307292,4.077994,7.524289,23.873455,19.587794,4
27.262038,24.251784,7.077814,4.145429,3.890514,7.286615,23.028017,20.567980,4
28.480422,23.188065,7.122179,4.393558,4.405200,7.005889,22.425573,21.148698,4
27.568602,23.190816,7.519503,4.657669,4.549440,7.514158,22.531522,20.471503,4
29.097376,24.103442,7.943014,4.503908,4.493594,7.676879,23.737059,21.423883,4
28.684992,24.421288,7.057370,4.743853,4.925674,6.692333,24.288037,20.884821,4
28.765672,24.775368,7.636185,4.555248,4.658318,7.527207,24.614747,20.839054,4
28.934795,25.353224,11.240030,6.465766,6.006521,10.819926,24.856262,21.102069,4
30.337375,26.732183,10.271680,4.940511,4.850878,9.263428,26.217390,23.234357,4
30.979464,27.077976,7.902400,4.786987,4.875775,6.734697,27.214540,23.605489,4
31.694070,28.156111,8.392372,4.156960,3.979250,7.433512,27.606282,25.674946,4
29.684498,26.642879,11.603187,5.033838,4.401608,11.140754,26.017563,24.603413,4
28.754993,26.254939,10.742394,6.427523,5.972912,9.458862,26.413528,23.603962,4
26.243696,27.349133,9.233361,4.180573,4.006414,7.950391,28.267347,21.120931,4
26.034741,27.359710,9.235861,4.102775,3.958416,8.024354,28.071127,21.299420,4
27.080145,28.195308,9.438534,4.250752,4.116106,8.479733,28.923701,22.852427,4
24.018432,29.595094,10.491258,4.900740,4.769370,9.383389,30.508299,20.339004,4
23.936342,28.839038,9.770410,4.772201,4.511595,8.565082,30.264034,20.594370,4
24.106909,29.864974,9.350665,4.495679,4.510386,7.834028,31.196961,21.434267,4
